Occupation#ANZSCO code#Visa#List#Assessing authority#For more information: 
Aboriginal and Torres Strait Islander Health Worker#411511#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/411511
Accommodation and Hospitality Managers nec#141999#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/141999
Accountant (General)#221111#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Chartered Accountants Australia and New Zealand#https://www.yourcareer.gov.au/careers/221111
Architectural Draftsperson#312111#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/312111
Architectural, Building and Surveying Technicians nec#312199#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/312199
Archivist#224211#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/224211
Art Director (Film, Television or Stage)#212311#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/212311
Art Teacher (Private Tuition)#249211#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/249211
Artistic Director#212111#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '186 - Employer Nomination Scheme visa (subclass 186)', '187 - Regional Sponsor Migration Scheme (subclass 187)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/212111
Arts Administrator or Manager#139911#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/139911
Auctioneer#611111#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/611111
Audiologist#252711#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/252711
Author#212211#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/212211
Automotive Electrician#321111#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Trades Recognition Australia#https://www.yourcareer.gov.au/careers/321111
Baker#351111#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Trades Recognition Australia#https://www.yourcareer.gov.au/careers/351111
Barrister#271111#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Legal admissions authority of a state or territory#https://www.yourcareer.gov.au/careers/271111
Bed and Breakfast Operator#141911#['187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/141911
Beef Cattle Farmer#121312#['407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/121312
Betting Agency Manager#142113#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/142113
