Occupation#ANZSCO code#Visa#List#Assessing authority#For more information: 
Aboriginal and Torres Strait Islander Health Worker#411511#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/411511
Accommodation and Hospitality Managers nec#141999#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/141999
Accountant (General)#221111#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Chartered Accountants Australia and New Zealand#https://www.yourcareer.gov.au/careers/221111
Actor#211111#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/211111
Actors, Dancers and Other Entertainers nec#211199#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/211199
Actuary#224111#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/224111
Acupuncturist#252211#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Chinese Medicine Board of Australia#https://www.yourcareer.gov.au/careers/252211
Advertising Manager#131113#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Institute of Managers and Leaders National#https://www.yourcareer.gov.au/careers/131113
Advertising Specialist#225111#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/225111
Aeronautical Engineer#233911#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#The Institution of Engineers Australia#https://www.yourcareer.gov.au/careers/233911
Aeroplane Pilot#231111#['407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#ROL#Civil Aviation Safety Authority#https://www.yourcareer.gov.au/careers/231111
Agricultural Consultant#234111#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/234111
Agricultural Engineer#233912#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL;ROL#The Institution of Engineers Australia#https://www.yourcareer.gov.au/careers/233912
Agricultural Scientist#234112#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/234112
Agricultural Technician#311111#['407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/311111
Air Traffic Controller#231112#['187 - Regional Sponsor Migration Scheme (subclass 187)']#RSMS ROL##https://www.yourcareer.gov.au/careers/231112
Air Transport Professionals nec#231199#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/231199
Airconditioning and Mechanical Services Plumber#334112#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Trades Recognition Australia#https://www.yourcareer.gov.au/careers/334112
Airconditioning and Refrigeration Mechanic#342111#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Trades Recognition Australia#https://www.yourcareer.gov.au/careers/342111
Aircraft Maintenance Engineer (Avionics)#323111#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Trades Recognition Australia#https://www.yourcareer.gov.au/careers/323111
Aircraft Maintenance Engineer (Mechanical)#323112#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Trades Recognition Australia#https://www.yourcareer.gov.au/careers/323112
Aircraft Maintenance Engineer (Structures)#323113#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Trades Recognition Australia#https://www.yourcareer.gov.au/careers/323113
Ambulance Officer#411111#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/411111
Amusement Centre Manager#149111#['407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/149111
Anaesthetic Technician#311211#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/311211
Anaesthetist#253211#['407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#ROL#Medical Board of Australia#https://www.yourcareer.gov.au/careers/253211
Analyst Programmer#261311#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL#Australian Computer Society Incorporated#https://www.yourcareer.gov.au/careers/261311
Animal Attendants and Trainers nec#361199#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/361199
Antique Dealer#142112#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/142112
Apiarist#121311#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/121311
Apparel Cutter#393211#['187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream']#ROL#Trades Recognition Australia#https://www.yourcareer.gov.au/careers/393211
Aquaculture Farmer#121111#['407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/121111
Arborist#362212#['190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '482 - Temporary Skill Shortage visa (subclass 482) - Short Term Stream', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated']#STSOL#Trades Recognition Australia#https://www.yourcareer.gov.au/careers/362212
Archaeologist#272414#['494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '187 - Regional Sponsor Migration Scheme (subclass 187)']#ROL#Vocational Education and Training Assessment Services#https://www.yourcareer.gov.au/careers/272414
Architect#232111#['186 - Employer Nomination Scheme visa (subclass 186)', '189 - Skilled Independent  (subclass 189) - Points-Tested', '190 - Skilled Nominated   (subclass 190)', '407 - Training visa (subclass 407)', '485 - Temporary Graduate  (subclass 485) - Graduate Work', '489 - Skilled Regional (Provisional) visa (subclass 489) - Family sponsored', '489 - Skilled Regional (Provisional) visa (subclass 489) - State or Territory nominated', '187 - Regional Sponsor Migration Scheme (subclass 187)', '494 - Skilled Employer Sponsored Regional (provisional) (subclass 494) - Employer sponsored stream', '491 - Skilled Work Regional (provisional) visa (subclass 491) State or Territory nominated', '491 - Skilled Work Regional (provisional) visa (subclass 491) Family Sponsored']#MLTSSL##https://www.yourcareer.gov.au/careers/232111
